100 109.56
100 107.9
100 106.22
100 107.03
100 112.99
100 109.13
100 109.63
100 108.05
100 115.47
100 106.67
100 110.43
100 112.2
100 106.97
100 110.41
100 110.48
100 106.86
100 110.33
100 106.99
100 112.34
100 138.41
100 113.75
100 108.9
100 109.75
100 109.21
100 110.26
100 109.79
100 110.66
100 117.44
100 108.75
100 109.27
100 109.44
100 109.11
100 108.55
100 108.18
100 106.76
100 108.88
100 116.26
100 109.23
100 106.18
100 109.99
100 108.73
100 110.07
100 109.59
100 108.92
100 125.94
100 118.55
100 110.04
100 107.01
100 121.24
100 119.37
100 110.09
100 108.88
100 160.18
100 116.11
100 113.33
100 112.86
100 116.22
100 122.98
100 115.71
100 109.64
100 111.6
100 112.1
100 111.18
100 114.93
100 112.18
100 107.16
100 107.8
100 114.33
100 108.62
100 108.54
100 109.95
100 105.88
100 110.14
100 109.58
100 110.02
100 115.94
100 114.06
100 108.05
100 110.77
100 108.08
100 115.32
100 125.68
100 105.67
100 115.13
100 109.8
100 111.59
100 111.1
100 119.21
100 108.65
100 109.44
100 117.5
100 117.35
100 113.64
100 107.71
100 117.48
100 111.8
100 110.61
100 107.53
100 122.06
100 108.89
